name,ic_mean,ic_std,ic_ir,ic_positive_ratio,category,depends_on_volume,ic_AUDUSD,ic_EURUSD,ic_GBPUSD,ic_USDJPY,ic_XAUUSD
RESI60,-0.22730327180348692,0.10723422081443534,-2.119689685597906,0.02452316076294278,effective,False,-0.24862838294646697,-0.22627071766609985,-0.23994796254942533,-0.21058163118969084,-0.21108766466575155
RANK30,-0.21315933979039206,0.09966166334386517,-2.1388298432760746,0.014986376021798364,effective,False,-0.2358712873458581,-0.19741586557088722,-0.22984505064297298,-0.18649585796365645,-0.2161686374285856
CNTP60,-0.20421841129213622,0.09363160262716509,-2.1810842232971335,0.01907356948228883,effective,False,-0.20926216561001207,-0.2125304310120422,-0.19260592737332033,-0.19190469576741478,-0.21478883669789176
RSV30,-0.21526389009347247,0.0982945554067332,-2.189987931709256,0.021768707482993196,effective,False,-0.22700771246221613,-0.2131486481246844,-0.22129969556260398,-0.20328546991501387,-0.21157792440284381
CNTD60,-0.20453478983953885,0.09332311754646509,-2.1916840673234264,0.01907356948228883,effective,False,-0.20777563863587337,-0.21546942901478844,-0.1971585189918553,-0.19064915927957482,-0.2116212032756024
SUMP60,-0.22625116679830545,0.10172765412578189,-2.224087134837058,0.004092769440654843,effective,False,-0.2210628891464678,-0.2572454328180615,-0.2199858445568218,-0.19085640431228135,-0.24210526315789468
SUMD60,-0.22625116679830545,0.10172765412578189,-2.224087134837058,0.004092769440654843,effective,False,-0.2210628891464678,-0.2572454328180615,-0.2199858445568218,-0.19085640431228135,-0.24210526315789468
RSV60,-0.24522162922495114,0.10733019028760248,-2.28474046834217,0.00816326530612245,effective,False,-0.27194229831588496,-0.23749922125630896,-0.23668722881375026,-0.2302632706864869,-0.24971612705232465
RANK60,-0.2372404230748113,0.09799761324908991,-2.4208796031776263,0.009536784741144414,effective,False,-0.26605632231422577,-0.21996304587185447,-0.24025033574157875,-0.20764632873625155,-0.252286082710146
STD10,0.017891458892462766,0.11711171748786882,0.15277257712761388,0.5504087193460491,weak,False,0.06551392104238798,0.0030771752268955797,0.03785826965233246,-0.0319559115773084,0.014963840118006189
KLOW,0.011014882313107467,0.09837874062640321,0.11196405079972387,0.5428571428571428,weak,False,-0.009075750600992276,-0.013736381770753413,0.012754334816633416,0.07172420848038462,-0.006591999359735025
RSQR10,0.010734875335477656,0.11577564460689331,0.09272136097300121,0.555858310626703,weak,False,0.023404560447440118,-0.012579131753088448,0.027938374546721028,0.004417037143266891,0.010493536293048703
STD20,0.013125729855975083,0.14415746352842673,0.0910513374382922,0.5694822888283378,weak,False,0.03862653909979308,-0.0038802728893077383,0.044291245825736,-0.05098031181495974,0.03757144905861383
RSQR20,-0.012556595849296266,0.12801824275496582,-0.09808442593084411,0.5013623978201635,weak,False,-0.008211263854459038,-0.022195816516768756,0.006857060908401797,-0.057360021306672664,0.018127061523017355
RSQR60,-0.01653807543381615,0.102227551174392,-0.16177708693817305,0.4209809264305177,weak,False,-0.008340333121632416,0.016328286656696236,0.0401098113130237,-0.13286144516604861,0.002073303148880379
RESI5,-0.019129294626211307,0.11683629021159705,-0.1637273366996426,0.4128065395095368,weak,False,-0.03873921861875397,-0.03450041998729794,0.020179877486632112,0.0017537030587367604,-0.04434041507037348
KLOW2,0.009748576133225557,0.09536168780458573,0.10222738667547755,0.5333333333333333,dead,False,-0.03201677663546622,0.0011948237941793254,0.022411129865480026,0.06203263260191294,-0.004878928959978276
STD5,0.007862571961238242,0.12116473793994327,0.06489158557942344,0.5572207084468664,dead,False,0.034973673966933676,0.0027780623220175775,0.02108745979389891,-0.040068836942492476,0.02054250066583352
RSQR30,0.005349613816557742,0.11472267777246567,0.04663083115238869,0.5217983651226158,dead,False,0.03417877117862777,0.039560754747905186,0.016686812398844522,-0.09076847431931324,0.027090205076724515
KUP,0.0019461837331037734,0.15110291218014085,0.012879855887777895,0.49387755102040815,dead,False,-0.010931410158048188,0.07591836734693877,0.02846299422024449,-0.017408828192931308,-0.0663102045506849
KUP2,-0.002248725034339811,0.14427856189697635,-0.01558599562383729,0.5183673469387755,dead,False,-0.04093089867525957,0.08619303360441921,0.022560482839752437,-0.016999641962047975,-0.06206660097856313
KLEN,-0.009541813717968386,0.12163800816144683,-0.07844434368987525,0.46938775510204084,dead,False,0.03254053501099688,-0.028847629277274814,-0.009444018208787269,-0.021566160298705953,-0.020391795816070795
